artist_name,genre,country,followers,monthly_listeners,verified,join_date
Artist_00153,Electronic,JP,2794082,1633978,false,2020-09-21
Artist_00154,Electronic,KR,1239012,495541,true,2021-05-07
Artist_00155,Rock,DE,4145054,973030,yes,2024-08-22
Artist_00156,Electronic,KR,1266422,922299,true,2023-08-21
Artist_00157,Pop,KR,4255950,155639,TRUE,2023-08-02
Artist_00158,Rock,UK,4983602,1063448,False,2023-10-18
Artist_00159,Pop,AU,4795503,1367052,false,2022-10-16
Artist_00160,Country,UK,2881064,1498078,true,2024-11-06
Artist_00161,Country,NG,4385228,1278904,false,2022-06-10
Artist_00162,Pop,KR,553008,691461,true,2024-11-13
Artist_00163,Hip-Hop,KR,683788,1222143,"",2021-06-10
Artist_00164,R&B,DE,4991667,1486582,true,2022-09-13
Artist_00165,Hip-Hop,NG,NULL,1354862,"",2023-09-12
Artist_00166,Jazz,KR,4079236,402714,false,2021-03-03
Artist_00167,Pop,KR,1099419,1252566,False,2021-03-06
Artist_00168,Hip-Hop,AU,366618,861682,TRUE,2021-08-20
Artist_00169,Country,JP,4479710,501622,TRUE,2023-04-12
Artist_00170,Country,AU,2363772,1631894,False,2024-09-14
Artist_00171,Hip-Hop,BR,437815,1344699,False,2022-09-04
Artist_00172,Rock,BR,703695,1600421,false,2022-08-17
Artist_00173,Jazz,AU,2932632,1951391,true,2023-01-13
Artist_00174,Rock,KR,1883667,59163,TRUE,2020-12-21
Artist_00175,Pop,BR,NULL,1459818,false,2023-08-20
Artist_00176,Classical,JP,1254361,1150975,"",2024-09-14
Artist_00177,Classical,UK,400651,500093,False,2024-08-03
Artist_00178,Pop,NG,NULL,507431,"",2021-05-14
Artist_00179,R&B,DE,718281,1097876,TRUE,2020-09-18
Artist_00180,Pop,FR,3943878,91348,"",2023-06-09
Artist_00181,Rock,KR,2022810,1537138,"",2020-10-24
Artist_00182,Electronic,NG,2840040,1706101,"",2021-11-15
Artist_00183,Hip-Hop,DE,529425,1501705,False,2020-05-07
Artist_00184,Pop,KR,2601205,1080887,False,2024-08-09
Artist_00185,Classical,KR,401109,1815760,"",2022-05-04
Artist_00186,R&B,AU,3243511,711061,false,2023-12-16
Artist_00187,Classical,UK,3561061,165571,False,2024-03-18
Artist_00188,Electronic,BR,2571173,935203,yes,2023-03-23
Artist_00189,Electronic,IN,3648645,575834,"",2020-02-22
Artist_00190,Hip-Hop,US,1197820,1779838,yes,2023-01-05
Artist_00191,Electronic,KR,3211715,1991226,yes,2020-10-05
Artist_00192,Electronic,AU,645061,1203651,false,2024-06-13
Artist_00193,Rock,US,1560784,1046621,yes,2023-09-04
Artist_00194,Country,JP,2395692,1455432,False,2021-02-05
Artist_00195,Country,UK,2680996,1400611,TRUE,2020-09-18
Artist_00196,Hip-Hop,DE,3032516,1066988,false,2020-04-26
Artist_00197,Pop,KR,4647568,1200202,TRUE,2023-09-05
Artist_00198,Classical,FR,4015433,1102513,False,2023-10-03
Artist_00199,Rock,AU,3907792,1426341,yes,2022-03-27
Artist_00200,Hip-Hop,DE,3629165,1054631,true,2020-09-05
Artist_00201,Jazz,KR,4352930,1876845,TRUE,2020-05-07
Artist_00202,Hip-Hop,BR,4475238,195983,yes,2021-10-19
Artist_00203,Electronic,IN,345662,1730695,true,2020-01-21
Artist_00204,Jazz,IN,3494683,1296317,"",2020-08-21
Artist_00205,Classical,AU,2054284,1687603,"",2023-05-15
Artist_00206,Country,FR,4062292,974055,false,2022-10-05
Artist_00207,Electronic,FR,1097045,1595280,TRUE,2024-09-04
Artist_00208,Classical,AU,2079794,295491,true,2020-05-13
Artist_00209,Hip-Hop,KR,4846090,1512365,TRUE,2021-03-16
Artist_00210,Classical,AU,194516,188896,False,2024-08-08
Artist_00211,Pop,BR,NULL,1253137,"",2023-05-18
Artist_00212,Hip-Hop,BR,3068465,1601973,False,2022-01-13
Artist_00213,Electronic,NG,2421066,154257,False,2024-08-25
Artist_00214,Rock,DE,811123,826125,TRUE,2022-09-12
Artist_00215,R&B,NG,337782,95058,true,2021-12-11
Artist_00216,Hip-Hop,IN,4324475,293191,TRUE,2024-06-06
Artist_00217,Classical,IN,2821805,1063966,yes,2024-08-23
Artist_00218,Pop,KR,2778739,1413124,true,2023-10-10
Artist_00219,Pop,IN,3981251,556907,"",2024-10-08
Artist_00220,Hip-Hop,NG,3189367,309958,"",2021-01-19
Artist_00221,Pop,AU,2631543,878295,false,2023-12-07
Artist_00222,Country,US,1158419,1087807,false,2024-06-22
Artist_00223,Hip-Hop,AU,4472293,717961,yes,2022-11-25
Artist_00224,Classical,IN,4061697,403257,false,2022-09-10
Artist_00225,Classical,BR,1738872,1447588,"",2023-06-16
Artist_00226,Classical,BR,1022454,1202718,"",2024-07-13
Artist_00227,Hip-Hop,BR,352979,603254,"",2020-06-15
Artist_00228,Jazz,JP,4518019,568656,yes,2022-03-04
Artist_00229,Jazz,US,4454798,473317,"",2021-01-04
Artist_00230,Rock,DE,43565,1154222,false,2023-11-16
Artist_00231,Classical,KR,2394337,1354596,true,2020-11-19
Artist_00232,Pop,DE,3505573,1850251,false,2020-07-26
Artist_00233,Classical,US,77838,625823,yes,2024-02-11
Artist_00234,Country,DE,4229742,981560,TRUE,2021-02-11
Artist_00235,Classical,DE,118246,1544849,TRUE,2022-10-22
Artist_00236,R&B,FR,4322587,687762,true,2023-11-04
Artist_00237,Electronic,JP,57395,546956,False,2021-08-25
Artist_00238,Pop,BR,3016241,1452891,false,2020-11-04
Artist_00239,Classical,UK,2475054,770845,yes,2021-04-05
Artist_00240,Electronic,FR,4607412,1914323,False,2024-11-27
Artist_00241,Rock,NG,3747693,1107709,"",2022-02-19
Artist_00242,Jazz,IN,4501931,314313,false,2022-09-15
Artist_00243,Country,UK,4281438,934294,true,2023-03-17
Artist_00244,Country,BR,182723,830414,TRUE,2020-12-07
Artist_00245,Electronic,UK,4539708,126415,true,2023-01-10
Artist_00246,R&B,KR,3208571,940700,False,2023-02-22
Artist_00247,Hip-Hop,KR,995267,374336,yes,2023-09-05
Artist_00248,Pop,US,2502950,971039,"",2024-07-18
Artist_00249,Country,KR,1301352,578129,false,2020-01-26
Artist_00250,Pop,JP,1728837,141169,true,2024-01-15
Artist_00251,Pop,JP,371184,843661,False,2021-09-07
Artist_00252,Hip-Hop,NG,2426617,491122,"",2024-06-19
Artist_00253,Electronic,JP,2531483,1837696,false,2024-04-14
Artist_00254,Hip-Hop,FR,4662913,1039442,true,2022-11-22
Artist_00255,R&B,FR,1251828,628961,False,2021-09-16
Artist_00256,Hip-Hop,AU,483484,1179458,False,2023-09-17
Artist_00257,Jazz,KR,663390,1934098,False,2022-02-18
Artist_00258,Classical,FR,331848,1832164,true,2021-10-24
Artist_00259,Jazz,KR,2543425,1906348,true,2021-04-24
Artist_00260,Country,JP,1715680,831847,false,2024-06-25
Artist_00261,Electronic,BR,2194237,754279,yes,2023-08-04
Artist_00262,Electronic,JP,3109798,656295,False,2020-10-28
Artist_00263,Classical,NG,4899314,1214600,"",2023-05-05
Artist_00264,Jazz,AU,4619224,1372862,"",2022-05-25
Artist_00265,Country,AU,1411346,1536784,TRUE,2021-03-24
Artist_00266,Pop,NG,283834,1759704,true,2020-01-14
Artist_00267,Rock,DE,76784,458738,yes,2023-06-02
Artist_00268,Country,AU,NULL,13917,yes,2024-07-01
Artist_00269,Classical,US,4212993,1705364,"",2023-03-04
Artist_00270,Jazz,JP,4416332,529409,TRUE,2022-07-03
Artist_00271,Jazz,JP,2516469,1434589,true,2020-02-13
Artist_00272,Pop,US,1437769,173455,False,2023-11-26
Artist_00273,Rock,NG,357050,481905,false,2024-08-09
Artist_00274,Classical,NG,4727163,1380205,true,2021-06-01
Artist_00275,R&B,UK,2510616,340732,yes,2021-10-27
Artist_00276,Electronic,FR,1174090,1657844,"",2020-09-24
Artist_00277,R&B,JP,637787,714324,yes,2024-10-13
Artist_00278,Classical,AU,4115580,478490,TRUE,2024-07-14
Artist_00279,R&B,UK,2477922,1673693,false,2020-02-09
Artist_00280,Hip-Hop,FR,2656589,756493,true,2020-01-10
Artist_00281,Rock,DE,732402,393039,False,2023-09-18
Artist_00282,Rock,KR,4649232,195219,yes,2024-06-28
Artist_00283,R&B,UK,4693832,1898407,false,2024-09-06
Artist_00284,Classical,BR,2251659,1034205,false,2020-03-14
Artist_00285,Rock,KR,2111510,1980227,false,2023-10-20
Artist_00286,Classical,US,3319404,696759,yes,2023-06-15
Artist_00287,Hip-Hop,BR,2690034,1265075,"",2021-08-11
Artist_00288,Electronic,BR,4118967,1207756,false,2022-07-09
Artist_00289,Rock,IN,1676144,1242040,yes,2021-11-25
Artist_00290,Country,JP,3678126,1672917,TRUE,2020-07-22
Artist_00291,Jazz,BR,1293147,1500009,False,2023-02-15
Artist_00292,R&B,NG,4249874,1936760,"",2023-09-02
Artist_00293,Rock,UK,2082412,1379140,"",2022-03-21
Artist_00294,R&B,KR,3611022,222231,true,2020-05-08
Artist_00295,Jazz,AU,3138442,820317,False,2024-12-17
Artist_00296,Country,UK,2478365,872413,true,2020-12-05
Artist_00297,Jazz,NG,4051176,730488,False,2020-08-24
Artist_00298,Classical,US,965505,47414,TRUE,2020-11-26
Artist_00299,Jazz,NG,1463519,1157489,false,2022-09-14
Artist_00300,R&B,DE,1563626,1343231,"",2023-07-01
Artist_00301,Country,IN,3603450,815497,true,2021-04-09
Artist_00302,Rock,IN,853658,1676727,yes,2021-06-11
Artist_00303,Country,NG,2629124,1251988,False,2024-07-19
Artist_00304,Country,IN,1447365,1706582,"",2022-10-19
Artist_00305,Rock,JP,2561813,245309,false,2022-12-05
Artist_00306,Hip-Hop,IN,3218892,887226,false,2023-11-18
Artist_00307,Hip-Hop,NG,1399869,1026903,TRUE,2021-03-11
Artist_00308,Electronic,US,4065294,286384,false,2023-09-17
Artist_00309,Country,FR,3723398,1024927,false,2020-10-01
Artist_00310,Pop,BR,1886223,1127496,TRUE,2021-08-19
Artist_00311,Rock,IN,958134,561853,yes,2022-09-27
Artist_00312,Country,NG,1833362,891664,true,2021-05-28
Artist_00313,Electronic,UK,3683285,1814695,true,2021-04-26
Artist_00314,R&B,DE,1168087,1645998,false,2021-01-19
Artist_00315,Hip-Hop,KR,2454897,606825,yes,2022-09-22
Artist_00316,R&B,US,2326458,1818380,"",2021-12-28
Artist_00317,Electronic,JP,3294312,1026519,false,2024-11-09
Artist_00318,Rock,UK,3379457,1081369,"",2022-12-12
Artist_00319,Pop,UK,3845851,1331407,"",2022-02-26
Artist_00320,R&B,JP,4150069,563212,TRUE,2022-06-18
Artist_00321,Country,KR,406186,96399,true,2023-01-04
Artist_00322,Country,US,3588740,424342,"",2021-11-10
Artist_00323,Classical,UK,3023651,525154,true,2022-11-21
Artist_00324,Classical,JP,3600750,1374702,true,2020-01-07
Artist_00325,Jazz,NG,3733591,19526,true,2022-02-28
Artist_00326,Rock,JP,3213523,187390,"",2020-02-11
Artist_00327,R&B,DE,1198438,143519,yes,2024-01-20
Artist_00328,Jazz,DE,3453772,1292055,"",2023-04-03
Artist_00329,Rock,IN,3221593,737273,False,2022-03-08
Artist_00330,Classical,US,2530518,430900,yes,2024-09-07
Artist_00331,Pop,JP,4151519,809310,true,2021-08-21
Artist_00332,Pop,KR,2654865,276838,False,2024-07-12
Artist_00333,Country,UK,140100,1231840,true,2020-05-07
Artist_00334,R&B,NG,2403333,1318258,"",2024-07-14
Artist_00335,Hip-Hop,BR,701363,649971,true,2024-04-26
Artist_00336,Rock,BR,3669998,1530883,false,2020-04-03
Artist_00337,Pop,BR,1473524,250540,true,2021-12-01
Artist_00338,Classical,DE,3119566,266242,"",2022-12-04
Artist_00339,R&B,BR,4394507,133999,TRUE,2024-11-03
Artist_00340,Pop,AU,4755485,350025,TRUE,2021-05-25
Artist_00341,Rock,JP,4268432,5436,true,2020-04-02
Artist_00342,Hip-Hop,DE,296751,1159491,"",2023-04-11
Artist_00343,Electronic,BR,653464,1198647,TRUE,2020-09-22
Artist_00344,Pop,FR,578296,1839233,False,2022-05-11
Artist_00345,Electronic,JP,2446176,1182438,TRUE,2024-04-15
Artist_00346,Jazz,NG,2056373,315810,true,2023-01-08
Artist_00347,Pop,KR,12364,1591639,"",2023-12-24
Artist_00348,Jazz,FR,4127537,125659,false,2022-02-02
Artist_00349,R&B,KR,3845924,1568508,true,2024-02-17
Artist_00350,Rock,IN,4763325,130666,False,2021-04-10
Artist_00351,R&B,KR,2668161,949552,TRUE,2021-02-07
Artist_00352,Rock,DE,886421,344769,False,2023-06-14
Artist_00353,Jazz,AU,2586372,971758,TRUE,2020-02-06
Artist_00354,Pop,JP,2749832,311107,true,2021-06-13
Artist_00355,Classical,DE,260835,1996741,False,2023-09-24
Artist_00356,Rock,DE,1018923,25125,true,2021-03-07
Artist_00357,Rock,IN,4916820,542836,true,2020-02-07
Artist_00358,Hip-Hop,UK,2781342,257009,true,2023-01-06
Artist_00359,R&B,AU,247415,802691,"",2023-03-12
Artist_00360,Classical,AU,1246910,72715,yes,2024-10-08
Artist_00361,Country,US,735961,586782,False,2021-07-07
Artist_00362,Jazz,NG,163929,802206,"",2022-08-18
Artist_00363,Electronic,FR,2268678,377151,true,2022-10-08
Artist_00364,Classical,US,3956875,1110349,TRUE,2024-04-06
Artist_00365,Classical,NG,469095,1602378,false,2024-07-12
Artist_00366,Hip-Hop,DE,1984434,1242653,TRUE,2022-10-01
Artist_00367,Hip-Hop,IN,1579118,1754730,False,2024-05-06
Artist_00368,Jazz,IN,1835602,41842,yes,2023-01-11
Artist_00369,Hip-Hop,KR,1488741,1926872,TRUE,2020-01-05
Artist_00370,Rock,NG,3061017,152159,TRUE,2023-10-04
Artist_00371,Hip-Hop,FR,4087029,1361479,TRUE,2021-12-18
Artist_00372,Electronic,JP,4940571,1708084,false,2023-05-24
Artist_00373,Pop,IN,3285090,1784216,yes,2020-03-20
Artist_00374,Jazz,IN,873439,1964426,False,2021-06-24
Artist_00375,Electronic,DE,744387,1723199,"",2022-08-01
Artist_00376,Rock,KR,2153102,1650550,true,2020-01-13
Artist_00377,Hip-Hop,FR,4136371,1849257,False,2022-09-13
Artist_00378,Jazz,DE,3785773,154629,true,2022-01-11
Artist_00379,Electronic,DE,3149669,337491,"",2020-09-03
Artist_00380,Country,US,3618302,1976494,"",2021-10-14
Artist_00381,Jazz,JP,3433388,1462177,yes,2024-05-22
Artist_00382,Pop,FR,NULL,1152776,False,2021-01-12
Artist_00383,Country,JP,813685,54021,false,2021-11-10
Artist_00384,Rock,BR,3334297,987692,False,2022-02-21
Artist_00385,R&B,KR,1565271,934908,true,2022-08-15
Artist_00386,Pop,DE,811300,179791,"",2022-09-14
Artist_00387,Pop,FR,4383837,877985,yes,2023-10-08
Artist_00388,Pop,NG,4791840,1888441,yes,2024-11-20
Artist_00389,Country,DE,1402379,444415,false,2021-01-14
Artist_00390,Jazz,DE,4991721,540876,TRUE,2020-02-13
Artist_00391,Classical,NG,3843400,1923477,true,2024-10-17
Artist_00392,Hip-Hop,DE,4753034,1233037,yes,2020-02-19
Artist_00393,Electronic,FR,2215838,803350,"",2023-10-20
Artist_00394,R&B,DE,3369970,81382,False,2022-12-08
Artist_00395,Classical,KR,169825,708606,TRUE,2022-05-27
Artist_00396,Rock,JP,1127407,630203,"",2023-06-09
Artist_00397,Rock,JP,3705487,443368,False,2023-09-28
Artist_00398,Hip-Hop,UK,2609989,1488124,yes,2023-03-25
Artist_00399,Pop,DE,1617116,1835436,false,2020-04-02
Artist_00400,Jazz,BR,3090059,1727067,False,2024-07-21
Artist_00401,Jazz,KR,4100340,1245849,False,2021-08-19
Artist_00402,Classical,UK,2391435,57617,False,2020-03-28
Artist_00403,Jazz,JP,1734285,564359,"",2023-09-01
Artist_00404,Pop,AU,1110031,1357686,false,2024-01-08
Artist_00405,Classical,BR,3555249,1878013,False,2022-08-09
Artist_00406,R&B,IN,858356,15458,yes,2022-09-21
Artist_00407,Rock,AU,535604,705287,TRUE,2022-05-09
Artist_00408,Classical,JP,1257798,1084893,false,2020-10-13
Artist_00409,Pop,AU,2479811,544106,False,2023-07-24
Artist_00410,Jazz,KR,1865417,1439363,yes,2023-11-12
Artist_00411,Hip-Hop,BR,818853,987349,false,2022-12-26
Artist_00412,Electronic,UK,1864497,745133,false,2022-07-26
Artist_00413,Classical,AU,988122,986836,true,2024-10-20
Artist_00414,Rock,FR,4444707,625747,False,2020-03-05
Artist_00415,Country,DE,2654116,1808621,"",2021-02-16
Artist_00416,Electronic,US,39639,948074,TRUE,2021-03-19
Artist_00417,Rock,DE,3638335,1328569,False,2023-07-16
Artist_00418,Jazz,KR,118187,1870722,TRUE,2024-04-01
Artist_00419,Jazz,JP,2888715,654554,false,2020-07-17
Artist_00420,Pop,BR,2439740,956196,"",2024-10-17
Artist_00421,Hip-Hop,KR,4112016,753453,false,2021-07-01
Artist_00422,Hip-Hop,JP,183921,1236725,yes,2021-02-12
Artist_00423,R&B,BR,4485769,1306858,true,2024-01-22
Artist_00424,Pop,UK,3496266,931844,False,2020-09-09
Artist_00425,Pop,BR,3530625,1387661,true,2024-05-20
Artist_00426,Rock,NG,987729,592929,true,2020-08-07
Artist_00427,Jazz,KR,3437384,619446,false,2020-09-16
Artist_00428,Country,KR,1967272,5792,true,2020-02-27
Artist_00429,Rock,NG,629650,1517472,"",2020-05-21
Artist_00430,Classical,BR,3894740,105075,true,2021-01-28
Artist_00431,Electronic,FR,972348,199276,true,2020-03-22
Artist_00432,Country,IN,2250842,1842346,"",2020-06-27
Artist_00433,R&B,AU,2280401,1752657,False,2023-07-21
Artist_00434,Hip-Hop,US,1337205,217552,False,2024-08-26
Artist_00435,R&B,KR,241828,1809002,"",2021-08-16
Artist_00436,Pop,UK,2194667,1373629,TRUE,2020-12-28
Artist_00437,Jazz,KR,4354623,1097076,"",2024-02-14
Artist_00438,Electronic,FR,1247103,1759629,yes,2024-01-01
Artist_00439,Country,AU,1387608,157053,False,2022-04-11
Artist_00440,Jazz,NG,3176342,845783,false,2020-08-15
Artist_00441,Country,AU,2651416,248996,False,2020-02-13
Artist_00442,Pop,UK,2555252,1866747,yes,2024-04-21
Artist_00443,Electronic,US,1870072,1770712,False,2022-09-25
Artist_00444,Electronic,AU,956597,204390,"",2021-01-11
