artist_name,genre,country,followers,monthly_listeners,verified,join_date
Artist_24690,Hip-Hop,NG,3116540,1424225,false,2022-01-22
Artist_24691,Classical,KR,524423,1503248,yes,2022-02-20
Artist_24692,Country,IN,2884539,89130,false,2020-11-18
Artist_24693,R&B,KR,2119793,745720,TRUE,2020-09-14
Artist_24694,Hip-Hop,NG,2513219,1449298,"",2023-06-13
Artist_24695,Hip-Hop,JP,1513701,1226768,TRUE,2021-08-19
Artist_24696,Hip-Hop,AU,2390802,1925860,yes,2020-12-28
Artist_24697,Rock,KR,678382,1492057,true,2020-12-11
Artist_24698,R&B,US,1327579,263878,true,2020-05-05
Artist_24699,Electronic,DE,2228676,1506860,false,2022-01-21
Artist_24700,R&B,IN,2638834,1197538,"",2021-10-15
Artist_24701,Jazz,DE,3052649,620276,false,2023-07-28
Artist_24702,Jazz,IN,3859195,1088033,false,2024-08-22
Artist_24703,Country,JP,3702346,1069027,false,2021-11-22
Artist_24704,Pop,BR,3697328,664028,yes,2021-08-25
Artist_24705,Electronic,AU,1148686,1556264,"",2022-09-14
Artist_24706,Rock,US,2444660,1563980,"",2021-01-05
Artist_24707,Electronic,FR,2133206,1746805,yes,2023-08-28
Artist_24708,Pop,BR,2702199,896599,yes,2021-10-07
Artist_24709,Country,FR,3979060,896880,false,2022-08-12
Artist_24710,Hip-Hop,JP,2725215,605090,true,2020-12-03
Artist_24711,Electronic,UK,3298028,281319,false,2023-12-03
Artist_24712,Country,BR,2397080,475510,true,2024-05-20
Artist_24713,R&B,UK,4598334,1331576,"",2022-07-13
Artist_24714,Classical,US,2946072,1061912,yes,2020-02-26
Artist_24715,Pop,KR,618654,1314560,False,2023-03-13
Artist_24716,Jazz,BR,4083931,936147,"",2023-04-08
Artist_24717,R&B,FR,2961031,220420,TRUE,2024-05-25
Artist_24718,Hip-Hop,US,3003858,676493,false,2023-02-16
Artist_24719,Electronic,IN,2845160,101119,False,2020-05-15
Artist_24720,Electronic,IN,3374403,1416655,false,2024-02-05
Artist_24721,Hip-Hop,IN,2689901,1651788,true,2021-11-25
Artist_24722,Rock,UK,1925024,1151827,TRUE,2020-04-14
Artist_24723,R&B,BR,3507021,403559,yes,2020-05-10
Artist_24724,Rock,NG,1775324,1887975,false,2021-07-09
Artist_24725,Hip-Hop,DE,4946791,537303,yes,2024-05-16
Artist_24726,Pop,IN,4144017,783541,TRUE,2020-07-27
Artist_24727,Hip-Hop,US,3197293,1320325,false,2023-07-25
Artist_24728,Classical,KR,4599794,295862,false,2022-03-07
Artist_24729,Rock,US,4829378,131912,true,2023-01-20
Artist_24730,Hip-Hop,KR,1716846,1013607,TRUE,2020-03-28
Artist_24731,Pop,NG,3007906,144130,False,2021-08-16
Artist_24732,Classical,US,4988187,257593,TRUE,2024-01-20
Artist_24733,Country,DE,4741868,1126076,TRUE,2022-11-02
Artist_24734,Hip-Hop,JP,549066,1183045,False,2021-03-25
Artist_24735,Electronic,BR,1509490,1355147,False,2022-02-14
Artist_24736,Rock,JP,173062,1198615,false,2020-03-14
Artist_24737,Jazz,DE,3373539,1734255,False,2024-03-06
Artist_24738,Classical,JP,1182915,1215501,false,2022-11-28
Artist_24739,Jazz,UK,3322675,1618592,true,2022-01-26
Artist_24740,Jazz,AU,3925737,1478838,true,2023-12-27
Artist_24741,Jazz,JP,4567440,466824,false,2022-04-21
Artist_24742,Pop,FR,1857886,414128,"",2021-07-22
Artist_24743,Hip-Hop,NG,4692518,1097178,true,2023-04-04
Artist_24744,Pop,DE,4594231,337452,"",2021-02-15
Artist_24745,Pop,IN,2374807,1445381,true,2020-06-06
Artist_24746,Jazz,KR,3357069,1976275,"",2023-07-11
Artist_24747,Rock,KR,2213578,1076436,TRUE,2022-09-11
Artist_24748,Rock,FR,111328,112731,False,2022-09-21
Artist_24749,R&B,KR,824827,1008762,False,2024-03-21
Artist_24750,Electronic,IN,2218056,101894,yes,2020-08-27
Artist_24751,R&B,KR,3634090,130076,true,2021-03-23
Artist_24752,Rock,DE,4193815,1661629,TRUE,2020-07-17
Artist_24753,Jazz,UK,850062,1346529,"",2024-02-24
Artist_24754,Jazz,AU,1461172,1378546,yes,2021-06-08
Artist_24755,Pop,DE,3108476,1081818,yes,2020-02-21
Artist_24756,Pop,AU,4483256,1804905,"",2024-01-22
Artist_24757,Pop,US,1373229,716404,"",2023-09-15
Artist_24758,Pop,US,2210319,1051812,true,2024-01-19
Artist_24759,Rock,UK,1099880,141817,"",2020-12-02
Artist_24760,Pop,UK,1104011,428747,true,2024-12-03
Artist_24761,Rock,US,1078032,1455563,"",2020-07-27
Artist_24762,Jazz,JP,3996453,597495,False,2022-07-23
Artist_24763,Jazz,DE,2545528,497568,yes,2022-05-12
"Artist ""Special"" 24763",Jazz,UK,173497,363647,false,2023-07-01
Artist_24765,R&B,JP,738961,1327358,False,2024-02-10
Artist_24766,Hip-Hop,IN,2414109,459930,true,2023-09-01
Artist_24767,Country,KR,2100768,1897016,False,2020-01-19
Artist_24768,Jazz,AU,4375573,1100565,yes,2022-10-26
Artist_24769,Hip-Hop,AU,1782319,707362,"",2020-09-17
Artist_24770,Rock,NG,3473461,50793,False,2020-07-11
Artist_24771,Classical,IN,1245118,1831326,TRUE,2022-11-09
Artist_24772,Electronic,BR,1315227,792501,"",2021-03-03
Artist_24773,Pop,KR,1420839,1591688,yes,2024-03-28
Artist_24774,Jazz,AU,4336201,14208,"",2020-10-19
Artist_24775,Jazz,UK,3357537,263614,true,2022-08-02
Artist_24776,Electronic,NG,2282848,668697,False,2020-09-05
Artist_24777,Country,US,81629,1059747,yes,2022-02-04
Artist_24778,Jazz,BR,2059028,1985293,yes,2024-02-08
Artist_24779,Classical,FR,2702664,943789,"",2021-02-06
Artist_24780,Country,IN,3656123,948025,yes,2021-04-28
Artist_24781,Pop,UK,2417564,396798,false,2022-07-13
Artist_24782,R&B,FR,2193275,179614,yes,2021-06-19
Artist_24783,Classical,DE,2144068,1723235,yes,2024-03-04
Artist_24784,Electronic,BR,3395466,1903665,False,2022-07-17
Artist_24785,Classical,IN,3165317,185802,False,2021-05-05
Artist_24786,Classical,AU,2765844,1982209,yes,2024-03-21
Artist_24787,Classical,KR,4983740,4950,true,2020-01-01
Artist_24788,Country,DE,2567327,1264934,true,2022-07-07
Artist_24789,Country,FR,3595223,1505896,yes,2022-03-08
Artist_24790,R&B,US,4342067,883250,False,2023-03-15
Artist_24791,R&B,IN,1845340,1129341,false,2022-04-02
Artist_24792,Pop,JP,2413781,1800961,TRUE,2021-11-08
Artist_24793,Hip-Hop,FR,NULL,1714414,"",2022-06-18
Artist_24794,Rock,UK,4298033,49006,False,2020-10-07
Artist_24795,Hip-Hop,AU,1849564,749970,"",2022-07-07
Artist_24796,Electronic,AU,1377846,1404470,yes,2024-03-12
Artist_24797,Hip-Hop,IN,3096640,520697,"",2024-04-15
Artist_24798,Electronic,IN,930530,78234,yes,2023-11-15
Artist_24799,R&B,DE,1683264,1462530,true,2020-11-14
Artist_24800,Pop,AU,220307,1375869,False,2024-03-23
Artist_24801,R&B,FR,1517575,146117,true,2024-01-04
Artist_24802,Jazz,BR,206594,1935681,true,2021-09-28
Artist_24803,Classical,UK,1606722,293706,TRUE,2023-02-01
Artist_24804,Jazz,AU,3057481,809688,False,2022-05-10
Artist_24805,R&B,JP,2970638,452467,yes,2022-01-02
Artist_24806,Pop,DE,1952078,1010985,yes,2023-11-01
Artist_24807,Hip-Hop,IN,2617645,751684,"",2022-02-04
Artist_24808,R&B,BR,3728025,1504927,False,2021-01-27
Artist_24809,Electronic,FR,1082163,90149,TRUE,2021-03-09
Artist_24810,Rock,DE,3997495,1435751,false,2023-05-03
Artist_24811,R&B,AU,3651379,1835476,"",2023-12-16
Artist_24812,Electronic,JP,3735109,1579654,"",2021-08-02
Artist_24813,Classical,KR,3599889,1172953,true,2024-08-01
Artist_24814,Hip-Hop,JP,2148074,482691,true,2021-02-06
Artist_24815,Country,UK,2527360,924666,False,2022-08-07
Artist_24816,Electronic,JP,3711545,37414,true,2024-10-05
Artist_24817,R&B,JP,2118215,1868402,false,2021-06-17
Artist_24818,Jazz,DE,287137,1939887,False,2024-09-17
Artist_24819,R&B,FR,110376,584882,true,2024-04-28
Artist_24820,Hip-Hop,KR,776474,451891,"",2020-05-03
Artist_24821,Classical,UK,2873641,108957,TRUE,2020-11-28
Artist_24822,Classical,US,1878399,1655295,false,2024-06-10
Artist_24823,Country,US,4237247,681376,TRUE,2021-02-25
Artist_24824,Hip-Hop,AU,3491657,121621,"",2022-11-02
Artist_24825,Classical,IN,4803586,1748365,yes,2020-05-01
Artist_24826,R&B,NG,3015068,961052,False,2021-06-14
Artist_24827,Rock,BR,3273934,1562481,"",2021-12-12
Artist_24828,Jazz,NG,3030491,1235890,yes,2020-12-09
Artist_24829,Rock,NG,3885,1268869,yes,2020-02-06
Artist_24830,Country,JP,4059999,1986039,False,2023-07-21
Artist_24831,Country,UK,3271601,950293,true,2023-12-21
Artist_24832,Country,JP,1223959,645535,False,2024-02-14
Artist_24833,Pop,BR,2415942,1413541,yes,2024-09-16
Artist_24834,R&B,DE,1551259,407952,TRUE,2020-08-24
Artist_24835,R&B,UK,1873441,143545,TRUE,2023-12-07
Artist_24836,Country,FR,1749003,1829652,false,2020-01-04
Artist_24837,Country,DE,4667407,1277969,"",2023-11-07
Artist_24838,Electronic,FR,2014995,497826,false,2021-07-09
Artist_24839,Rock,UK,3822016,1783360,true,2023-05-10
Artist_24840,Hip-Hop,FR,4322685,1514465,false,2022-04-08
Artist_24841,R&B,NG,4053538,185596,false,2024-08-02
Artist_24842,Country,KR,1816001,37646,true,2022-10-05
Artist_24843,Rock,AU,1911748,432597,true,2023-09-28
Artist_24844,Country,US,4062256,333961,"",2021-04-05
"Artist ""Special"" 24844",Electronic,AU,4727848,1723495,False,2024-03-05
Artist_24846,Rock,KR,2093567,777172,False,2024-09-21
"Artist ""Special"" 24846",Classical,AU,3426037,1688790,False,2023-01-22
Artist_24848,Jazz,IN,2019002,1421101,true,2024-06-05
Artist_24849,Country,US,1456571,243638,false,2023-08-20
Artist_24850,Rock,BR,243088,1087606,"",2024-05-10
Artist_24851,R&B,JP,665148,1510767,true,2023-12-05
Artist_24852,Hip-Hop,KR,3492791,149997,yes,2023-06-26
Artist_24853,Classical,JP,1095204,676919,"",2020-11-17
Artist_24854,R&B,UK,2025669,1102921,TRUE,2020-05-22
Artist_24855,Classical,NG,3679581,1703713,yes,2022-03-07
Artist_24856,Classical,US,2419838,1134882,true,2020-12-16
Artist_24857,Jazz,UK,4081143,1760173,TRUE,2024-03-21
Artist_24858,Rock,NG,3093291,509905,true,2020-07-18
Artist_24859,Electronic,US,342972,1791682,"",2024-03-09
Artist_24860,Electronic,BR,528244,992147,false,2020-12-19
Artist_24861,Hip-Hop,IN,457725,1719076,TRUE,2021-03-25
Artist_24862,Classical,BR,3241269,1932855,TRUE,2024-04-03
Artist_24863,Electronic,BR,4896127,598418,true,2022-10-03
Artist_24864,R&B,JP,NULL,1301644,False,2024-09-24
Artist_24865,Classical,DE,3634549,469533,"",2024-10-18
Artist_24866,Jazz,FR,3208910,1861067,false,2020-07-09
Artist_24867,Pop,DE,4198410,378532,false,2020-03-15
Artist_24868,Pop,AU,1281566,946961,False,2020-10-03
Artist_24869,Rock,DE,706640,658893,true,2023-04-16
Artist_24870,Country,DE,381542,402853,true,2020-02-26
Artist_24871,Pop,BR,540650,976546,TRUE,2022-12-13
Artist_24872,Pop,BR,539828,1745297,true,2020-12-17
Artist_24873,Pop,JP,2620586,494407,false,2023-02-17
Artist_24874,Jazz,US,1504142,39641,yes,2021-10-05
Artist_24875,Jazz,FR,3339018,1372701,true,2022-08-02
Artist_24876,Pop,FR,4403094,1398509,false,2023-04-26
Artist_24877,Electronic,BR,265174,1269725,"",2022-10-08
Artist_24878,Electronic,DE,1339627,245980,False,2024-02-16
Artist_24879,Hip-Hop,IN,4335427,770394,"",2021-08-27
Artist_24880,Jazz,BR,NULL,543588,False,2020-11-05
Artist_24881,Classical,AU,1894393,1559493,false,2024-06-13
Artist_24882,Jazz,JP,2230161,1748052,False,2023-03-24
Artist_24883,Rock,IN,4839547,440336,False,2024-06-17
Artist_24884,Country,BR,1793608,982962,yes,2024-09-20
Artist_24885,Hip-Hop,IN,2585893,1126627,true,2023-09-04
Artist_24886,Rock,IN,1957919,978847,false,2024-11-16
Artist_24887,Hip-Hop,UK,4013807,984044,yes,2020-05-28
Artist_24888,Country,FR,1512293,1695601,"",2024-06-10
Artist_24889,Classical,US,3308989,1519328,true,2021-10-28
Artist_24890,Electronic,DE,3794212,1508210,true,2022-02-25
Artist_24891,Classical,UK,570419,1926745,true,2022-03-10
Artist_24892,Jazz,JP,3076567,1333693,yes,2024-04-10
Artist_24893,Jazz,KR,313637,383295,yes,2024-05-01
Artist_24894,Jazz,UK,2995664,1966663,"",2022-04-18
Artist_24895,R&B,DE,1488373,1132113,False,2023-11-07
Artist_24896,Country,IN,1670700,94927,"",2024-11-10
Artist_24897,Pop,AU,941088,620817,false,2024-02-19
Artist_24898,Classical,NG,1634454,1951156,False,2021-03-15
Artist_24899,Electronic,BR,3940709,1884204,False,2021-10-15
Artist_24900,Electronic,KR,4072281,1379981,TRUE,2024-08-22
Artist_24901,Jazz,AU,101636,267300,yes,2020-10-28
Artist_24902,Electronic,JP,837779,1852311,TRUE,2022-10-23
Artist_24903,Electronic,DE,4206034,1792204,"",2023-12-05
Artist_24904,Electronic,US,2765815,1541354,TRUE,2022-01-22
Artist_24905,Country,FR,1171466,177418,"",2022-03-04
Artist_24906,Jazz,US,1795723,633114,true,2021-01-27
Artist_24907,Pop,NG,3791402,1945797,yes,2020-08-12
Artist_24908,Classical,AU,1953153,1531604,true,2021-01-10
Artist_24909,Jazz,AU,2650984,681682,false,2023-11-08
Artist_24910,Classical,US,2558441,260582,TRUE,2020-05-21
Artist_24911,Rock,AU,4013103,1096306,"",2024-04-27
Artist_24912,Rock,AU,4031366,1887593,TRUE,2021-07-05
Artist_24913,R&B,AU,472543,1547408,yes,2024-06-28
Artist_24914,Pop,FR,4459654,1135337,yes,2023-06-10
Artist_24915,Country,DE,2083153,1558888,false,2020-04-11
Artist_24916,Jazz,DE,102563,1819070,False,2021-12-17
Artist_24917,Classical,KR,3782340,852875,false,2024-05-04
Artist_24918,Hip-Hop,FR,3425724,1540015,"",2020-02-11
Artist_24919,Electronic,KR,4930128,1455591,true,2024-04-24
Artist_24920,Pop,BR,3803608,748691,"",2022-08-07
Artist_24921,Classical,JP,3340194,1002362,TRUE,2023-05-07
Artist_24922,Pop,UK,1052274,678853,"",2021-02-24
Artist_24923,Classical,AU,1519555,1517985,False,2020-01-02
Artist_24924,Jazz,FR,2524205,1652080,False,2022-03-05
Artist_24925,Jazz,IN,3634052,564354,true,2022-07-17
Artist_24926,Country,BR,1661578,223634,TRUE,2020-04-10
Artist_24927,Electronic,US,3979665,1012831,False,2021-08-17
"Artist ""Special"" 24927",Rock,NG,2335822,1785313,yes,2024-09-17
Artist_24929,Classical,AU,1063476,1083968,False,2020-01-26
Artist_24930,Pop,US,4358869,1362069,False,2021-07-08
Artist_24931,Electronic,KR,386170,1616475,TRUE,2021-06-03
Artist_24932,R&B,IN,3786433,1529525,TRUE,2024-03-13
Artist_24933,Electronic,JP,3318855,93326,yes,2020-11-10
Artist_24934,Electronic,FR,4345515,1191251,false,2020-07-13
Artist_24935,Rock,JP,440816,582009,true,2022-10-11
Artist_24936,Jazz,KR,283902,1498450,false,2024-05-09
Artist_24937,R&B,DE,1209512,439003,yes,2021-12-06
Artist_24938,Classical,NG,2949308,212192,"",2024-09-16
Artist_24939,Electronic,FR,1629451,1968754,"",2023-10-02
Artist_24940,Jazz,IN,3674704,1726457,"",2022-04-15
Artist_24941,Pop,US,1677848,1381898,TRUE,2022-06-10
Artist_24942,Hip-Hop,NG,1164632,1307795,false,2022-03-15
Artist_24943,R&B,KR,3037082,1462711,false,2021-04-07
Artist_24944,Country,KR,2959821,1225886,true,2024-09-23
Artist_24945,Jazz,IN,2005864,1805397,false,2024-12-17
Artist_24946,Country,FR,903160,95242,TRUE,2024-03-21
Artist_24947,Classical,FR,1671149,1274020,TRUE,2022-04-20
Artist_24948,Pop,FR,4704331,1316234,true,2023-07-07
Artist_24949,Country,DE,4621590,176825,false,2020-06-08
Artist_24950,Hip-Hop,DE,855113,1738462,False,2021-03-10
Artist_24951,Classical,BR,2506563,283575,TRUE,2024-10-21
Artist_24952,Rock,JP,3126500,1073816,False,2022-04-06
Artist_24953,Country,NG,3708599,1435698,False,2022-03-07
Artist_24954,Classical,FR,3646731,1092822,"",2021-01-25
Artist_24955,Classical,NG,3183291,1920371,yes,2021-10-15
Artist_24956,Classical,UK,3937629,1673550,False,2024-02-09
Artist_24957,Jazz,FR,2151538,961348,TRUE,2024-01-01
Artist_24958,Country,US,3397780,113666,False,2020-03-20
Artist_24959,Jazz,KR,2946786,1337835,TRUE,2022-10-14
Artist_24960,R&B,BR,1751815,1264874,yes,2020-07-25
Artist_24961,Hip-Hop,KR,3067063,1683510,false,2020-07-20
Artist_24962,Jazz,UK,2351090,794712,False,2023-02-24
Artist_24963,Jazz,IN,1273088,613866,false,2024-06-24
Artist_24964,Country,NG,2073017,449262,"",2023-07-01
Artist_24965,Hip-Hop,NG,3666731,646750,False,2022-07-21
Artist_24966,Electronic,JP,3397022,815832,TRUE,2024-04-19
Artist_24967,Hip-Hop,DE,4715357,1138387,TRUE,2020-04-23
Artist_24968,Pop,NG,1227593,386235,true,2023-11-01
Artist_24969,Hip-Hop,KR,1609604,175514,"",2021-06-25
Artist_24970,Classical,KR,890778,1448104,false,2020-04-07
Artist_24971,Electronic,KR,4971009,422079,"",2021-07-02
Artist_24972,R&B,NG,1633868,1726110,true,2020-01-03
Artist_24973,Country,BR,4615699,575080,"",2023-07-05
Artist_24974,Classical,JP,1096812,499466,yes,2023-03-28
Artist_24975,Jazz,IN,2989931,848574,"",2024-11-20
Artist_24976,R&B,US,1538342,113813,true,2023-08-16
Artist_24977,Pop,NG,4009501,29192,TRUE,2022-11-02
Artist_24978,Pop,JP,1815301,955181,"",2020-11-18
Artist_24979,Country,UK,4391064,616191,true,2021-03-06
Artist_24980,R&B,NG,3571469,551809,false,2021-08-03
Artist_24981,Electronic,KR,1010093,1960537,false,2023-05-02
Artist_24982,Classical,BR,1026419,169962,yes,2023-07-13
Artist_24983,Pop,FR,2496967,555895,"",2023-01-27
"Artist ""Special"" 24983",Electronic,NG,853929,734464,TRUE,2023-07-16
Artist_24985,Classical,BR,3808918,1220304,true,2020-02-08
Artist_24986,Hip-Hop,AU,3952898,465884,False,2020-09-20
Artist_24987,Rock,IN,1058186,516332,"",2021-11-01
Artist_24988,Hip-Hop,AU,4415157,580886,yes,2022-08-24
Artist_24989,Electronic,US,1778424,1394313,true,2023-03-20
Artist_24990,R&B,US,2736845,1432302,yes,2020-12-07
Artist_24991,Hip-Hop,JP,1855331,1435437,TRUE,2023-12-11
Artist_24992,Pop,KR,596718,1240851,"",2024-04-17
Artist_24993,Rock,NG,973842,33855,false,2022-06-27
Artist_24994,Country,IN,575284,234653,yes,2023-10-14
Artist_24995,Classical,DE,96987,1021499,false,2024-11-20
Artist_24996,Classical,US,376740,555966,true,2022-03-21
Artist_24997,Jazz,US,3739393,1311314,TRUE,2022-09-04
Artist_24998,Jazz,KR,3704658,1243027,yes,2024-09-22
Artist_24999,Hip-Hop,FR,467031,1595405,true,2022-09-19
Artist_25000,R&B,US,1144376,879423,False,2021-06-16
Artist_25001,R&B,DE,357418,916777,TRUE,2023-01-27
Artist_25002,Pop,BR,3962523,1166868,yes,2020-09-11
Artist_25003,R&B,AU,186479,1226093,true,2021-11-23
Artist_25004,Pop,KR,3969498,774318,true,2021-08-14
Artist_25005,Country,FR,774359,1789418,TRUE,2021-11-23
"Artist ""Special"" 25005",Country,US,303318,1646792,False,2022-04-06
Artist_25007,Pop,BR,2419160,1060589,yes,2021-06-07
Artist_25008,Electronic,BR,NULL,1451280,"",2020-07-20
Artist_25009,Rock,DE,1790458,12649,false,2020-10-27
Artist_25010,Classical,UK,2430920,39368,true,2021-05-21
Artist_25011,Country,NG,3805448,1892848,"",2022-09-22
Artist_25012,Classical,BR,4080160,776909,true,2020-10-14
Artist_25013,Country,IN,1362089,438410,false,2022-01-16
Artist_25014,R&B,AU,3137533,114130,true,2023-08-18
Artist_25015,Hip-Hop,DE,4411132,453042,false,2021-04-24
Artist_25016,Jazz,NG,1079017,572121,"",2022-10-16
Artist_25017,Hip-Hop,KR,2480666,982983,true,2024-03-22
Artist_25018,Pop,IN,2543883,1618235,TRUE,2020-05-18
